Comment,Emotion,Comment Length,Word Count,Processed Comment
i slough off the carapace of crud that has enveloped me for the past thirty odd hours i feel invigorated and finally ready to face the day,joy,138,27,slough carapace crud enveloped past thirty odd hour invigorated finally ready face day
i discovered that it gave me a great feeling of satisfaction to produce a blog post a delicious dish a few photos a written recipe that tangible job completed feeling that s rare in my life as a stay at home mom,joy,211,42,discovered gave great satisfaction produce blog post delicious dish photo written recipe tangible job completed rare life stay home mom
i feel a lot of pressure but i am determined to finish them so that i can visit my sister in may with a clear conscience,joy,120,26,lot pressure determined finish visit sister may clear conscience
i feel myself getting agitated over something insignificant or feeling bored i m going to remember this quote,anger,109,18,getting agitated something insignificant bored going remember quote
i feel bitchy i guess,anger,21,5,bitchy guess
i much regret that i allowed johann to accompany me from khartoum i feel convinced he can never rally from his present descara,joy,126,23,much regret allowed johann accompany khartoum convinced never rally present descara
i feel have been convinced by many factors in our culture of a kind of cooking mystique,joy,87,17,convinced many factor culture kind cooking mystique
im feeling very angry kind of sad tired and bored today,anger,55,11,angry kind sad tired bored today
im feeling a much more festive with the tree in,joy,47,10,much festive tree
i feel like as a creative professional you need to have that unpressed creative outlet to get re inspired,joy,105,19,creative professional need unpressed creative outlet inspired
i feel very distressed because i m supportive of this campaign and with the senator jackson told cnn,fear,100,18,distressed supportive campaign senator jackson told cnn
i feel like i am being obnoxious by posting every three seconds,anger,63,12,obnoxious posting every three second
a girl entered in the division where i work and greeted everybody but not me,anger,76,15,girl entered division work greeted everybody
i started to feel apprehensive about it,fear,39,7,started apprehensive
i should not feel afraid we can stop shoulding all over ourselves,fear,65,12,afraid stop shoulding
im feeling bitter towards them god,anger,34,6,bitter towards god
im being a teenager people and if you feel the need to make sarcastic bitchy comments you can kindly fuck off,anger,109,21,teenager need sarcastic bitchy comment kindly fuck
i hate seeing those red windows even more as what i feel inside resonates with the cold uncaring world i know exists behind them making me even more aware of this pain inside of me,anger,180,35,hate seeing red window even inside resonates cold uncaring world exists behind making even aware pain inside
i can understand feeling uncertain about the abc link,fear,53,9,understand uncertain abc link
i came to china feeling a little frightened of everything around me,fear,67,12,came china frightened everything around
i tired of hearing of these unique communications special feelings and how sincere you are,joy,90,15,tired hearing unique communication special feeling sincere
i get the feeling that nellie is satisfied that the phone rang happy that leslie is out of the room now,joy,103,21,nellie satisfied phone rang happy leslie room
