Comment,Emotion,Comment Length,Word Count
i arrived at the gym she was such a ball of sunshine and made me feel very welcomed at the gym although i felt like a dorky unfit rotund sloth that did not fit in with the environment of buffed fit looking and fierce looking bloke,joy,230,46
i can feel his impatient and i can t stop my body from giving him positive response,anger,83,17
i have had a lot of uncaring men in my life and it still feels strange to have several that call come by and reach out to me when i am at my weakest moments,fear,156,35
i don t i risk feeling vulnerable the feeling that everyone is staring at me and examining every little dimple in my thigh and sag in my arm,fear,140,28
i also feel extremely blessed to be marrying into such a loving family,joy,70,13
i am your friend then why do i sometime feel so insulted around you,anger,67,14
ive also discovered that because i feel less agitated by caffeine and cravings this coping method is unnecessary huge,fear,117,19
i don t discuss even my feelings for beloved with anyone,joy,56,11
i don t feel like i am dissatisfied because i don t have things i think i am dissatisfied because not much is changing in me and i still feel bad at times,anger,154,33
i feel super glued to my bed,joy,28,7
i must say that the initial splash was not too bad but after a few strokes you could feel the cold getting into your bones,anger,122,25
i woke up today feeling pissed off,anger,34,7
i went in there feeling a little hostile because it felt like they didnt really care about me,anger,93,18
i just feel distressed i dont know why though but i do,fear,54,12
ive been feeling so anxious and nauseous and tired but also so elated that some nights its all i can do to crawl into bed,fear,121,25
i experience all my normal moods feel annoyed when my year old whines or my baby wants to be held while im making dinner but i no longer feel consumed by these emotions,anger,168,33
i get the feeling that the rest of yall are a little appalled about it,anger,70,15
i feel so hated and useless sometimes i even ask myself why havent i killed myself yet,anger,86,17
i feel extremely insulted,anger,25,4
i drove home i was aware of feeling not like myself and then she called to ask if i was ok,joy,90,21
i have been conveniently uninformed of the specifics of the situation i am left feeling helpless and wanting more than ever to get away,fear,135,24
i am feeling quite pleased with myself as this was something id never done before,joy,81,15
i feel that this was their mistake and they are just being rude,anger,63,13
ive played fps games and each time ive left feeling like it was an mentally emotionally dangerous thing to do that i had to switch off an important part of my brain just to play it,anger,180,36
i feel if you re learning about your purpose and the workings of this universe and continue to evolve and transcend you will be productive and such along the journey,joy,165,30
i continued on my way despite feeling a bit strange with my flexy new shoes and sweat soaked back,fear,97,19
i do find myself feeling anxious seeing what everyone else is doing and feeling that i am not up to part with my peers and or i am stagnate,fear,139,29
i cannot help but feel a bit anxious on how this delivery will go hopefully another vbac if all goes as planned,fear,111,22
i have this feeling of security about the characters i want to do if someone else gets the role i am afraid they will not do well,fear,129,27
i am if i go back to the hostel for a break i feel anxious to get back out and see more and more take it all in,fear,111,28
i also love seeing a star emerge and i feel like in a few years everyone is gonna know and i can be one of those people who says obnoxious things like bah,anger,154,33
i am feeling a bit adventurous i put on red lipstick rouge artist and intense from make up for ever,joy,99,20
i am this thing i have these feelings and i m not afraid to express them and to stand up for what i believe in,fear,110,25
i also feel a little selfish when i get excited about hitting it off with our friends friends because it makes me feel victorious in our choices,anger,144,27
